_link,_link_daily_16,dt,rain,pressure,humidity,uvi,speed,deg,clouds,temp_day,temp_min,temp_max,temp_night,temp_eve,temp_morn,snow
55.data.11,55,1490353200,,1027.59,0,1.99,7.06,80,11,280.34,274.11,280.34,276.11,279.21,274.11,
55.data.12,55,1490439600,0.52,1012.98,0,1.99,7.17,90,54,279.75,274.91,280.47,279.69,280.47,274.91,
55.data.13,55,1490526000,,1008.14,0,1.99,7.63,97,3,285.57,279.07,285.57,281.95,284.08,279.07,
55.data.14,55,1490612400,,1010.32,0,1.99,11.77,69,7,283.2,278.49,283.2,278.49,281.66,279.7,
55.data.15,55,1490698800,3.15,1015.32,0,1.99,8.7,56,98,281.58,277.85,281.75,279.7,281.75,277.85,
55.data.16,55,1490785200,0.22,1021.84,0,1.99,9.65,52,99,279.7,279.7,279.7,279.7,279.7,279.7,
56.data.0,56,1489478400,,1033.23,92,3.7,7.93,124,0,278.16,277.53,279.06,279,279.01,277.53,
56.data.1,56,1489564800,,1032.22,92,3.62,5.26,119,48,279.12,278.65,279.12,278.65,278.93,278.83,
56.data.2,56,1489651200,,1029.59,97,4.18,3.66,321,56,278.29,277.98,278.47,278.11,278.23,278.16,
56.data.3,56,1489737600,9.17,1012.13,0,3.63,3.79,302,97,279.23,278.85,280.25,278.86,280.25,278.85,
56.data.4,56,1489824000,,1016.26,0,4.12,0.71,295,10,278.82,277.76,279.65,279.06,279.65,277.76,
56.data.5,56,1489910400,1.99,1009.88,0,4.31,0.57,333,86,279.15,278.85,279.37,278.85,279.37,278.94,
56.data.6,56,1489996800,,1013.4,0,4.31,4.33,297,51,279.85,278.43,280.87,278.7,280.87,278.43,
56.data.7,56,1490083200,,1009.6,0,4.31,0.53,155,21,279.76,278.1,280.42,278.79,280.42,278.1,
56.data.8,56,1490169600,,1013.68,0,4.31,1.56,350,30,280.04,278.56,280.35,278.56,280.35,278.62,
56.data.9,56,1490256000,,1017.12,0,4.31,4.27,314,48,279.48,277.9,280.21,278.87,280.21,277.9,
56.data.10,56,1490342400,,1018.28,0,4.31,1.86,308,64,279.81,278.9,280.19,279.06,280.19,278.9,
56.data.11,56,1490428800,,1016.66,0,4.31,3.72,126,35,280.36,278.62,280.6,278.62,280.6,278.96,
56.data.12,56,1490515200,,1012.14,0,4.31,0.92,325,21,279.42,277.94,279.97,278.68,279.97,277.94,
56.data.13,56,1490601600,0.2,1009.2,0,4.31,2.39,315,9,279.9,278,280.7,279.66,280.7,278,
56.data.14,56,1490688000,5.9,1017.91,0,4.31,6.83,329,95,279.45,279.45,279.98,279.5,279.98,279.69,
56.data.15,56,1490774400,,1026.1,0,4.31,4.26,312,0,279.15,279.15,279.15,279.15,279.15,279.15,
57.data.0,57,1489395600,2.06,870.46,0,3.97,1.16,95,69,280.53,274.11,280.53,274.11,275.44,277.07,0
57.data.1,57,1489482000,2.7,892.43,90,3.83,1.48,46,80,281.37,275.3,281.37,276.2,277.76,275.3,0.2
57.data.2,57,1489568400,2.57,891.5,97,3.68,1.41,43,92,277.47,274.25,277.47,274.25,275.78,275.03,1.88
57.data.3,57,1489654800,1.79,890.5,98,3.84,0.96,34,92,275.19,271.01,275.57,271.01,274.43,273.11,7.77
57.data.4,57,1489741200,1.64,873.25,0,3.5,0.76,105,31,276.75,268.76,276.75,268.76,270.71,274.03,3.37
57.data.5,57,1489827600,1.56,869.94,0,3.99,1.45,114,51,278.65,273.84,278.65,273.84,274.46,274.67,1.55
57.data.6,57,1489914000,2.32,868.78,0,4.22,1.19,344,98,275.67,269.73,275.67,269.73,273.85,274.55,5.34
57.data.7,57,1490000400,0.77,870.29,0,4.22,1.2,87,30,279.72,271.9,279.72,271.9,274.2,274.6,0.02
57.data.8,57,1490086800,1.27,868.45,0,4.22,0.9,112,14,281.32,271.42,281.32,271.42,274.14,276.46,
57.data.9,57,1490173200,2.9,874.2,0,4.22,0.27,48,21,281.55,274.91,281.55,275.25,274.91,277.59,0.02
57.data.10,57,1490259600,2.38,875.27,0,4.22,0.79,8,50,278.21,273.5,278.21,273.5,274.57,275.83,0.42
57.data.11,57,1490346000,0.93,875.8,0,4.22,1.27,74,26,280.74,273.71,280.74,273.71,274.41,276.61,0
57.data.12,57,1490432400,0.81,873.56,0,4.22,1.02,97,18,282.35,273.64,282.35,273.64,274.62,277.61,
57.data.13,57,1490518800,1.15,870.14,0,4.22,0.78,102,23,281.97,273.25,281.97,273.25,274.73,277.92,
57.data.14,57,1490605200,3.39,869.48,0,4.22,1.32,23,30,280.45,275.69,280.45,275.69,276.56,278.6,0.04
57.data.15,57,1490691600,1.87,879.75,0,4.22,0.76,330,64,279.13,273.15,279.13,273.15,275,277.1,0.11
57.data.16,57,1490778000,,884.04,0,4.22,0.81,236,30,273.15,273.15,273.15,273.15,273.15,273.15,0.01
58.data.0,58,1489395600,7.52,942,0,3.32,0.57,48,50,287.33,277.89,287.33,277.89,280.24,281.64,
58.data.1,58,1489482000,6.85,863.49,100,3.34,0.73,239,92,276.61,273.05,276.61,273.05,274.81,274.48,4.86
58.data.2,58,1489568400,3.17,862.24,99,3.13,0.76,222,92,275.77,272.05,275.77,272.05,273.68,272.18,5.74
58.data.3,58,1489654800,,860.83,76,3.22,0.91,224,88,275.59,271.51,275.59,271.51,273.33,271.61,0.7
58.data.4,58,1489741200,1.73,949.04,0,2.98,0.86,215,32,279.25,274.31,279.25,274.36,274.31,276.68,0.19
58.data.5,58,1489827600,10.31,945.73,0,3.51,0.12,141,98,277.85,275.99,277.85,275.99,276.71,276.32,0.79
58.data.6,58,1489914000,1.45,944.98,0,3.76,0.65,337,72,279.67,274.73,279.67,274.73,275.95,276.9,0.08
58.data.7,58,1490000400,0.23,944.46,0,3.76,0.29,126,8,283.02,272.75,283.02,272.75,275.4,277.25,0.01
58.data.8,58,1490086800,1.93,942.22,0,3.76,1.88,190,90,283.57,276.42,283.57,276.42,278.34,280.16,
58.data.9,58,1490173200,1.61,951.41,0,3.76,1.95,220,84,279.7,274.5,279.7,274.5,276.76,277.79,0.19
58.data.10,58,1490259600,,950.86,0,3.76,0.91,270,41,282.31,273.7,282.31,273.7,276.37,277.13,0
58.data.11,58,1490346000,,949.57,0,3.76,1.01,354,44,285.04,275.46,285.04,275.46,278.01,279.21,
58.data.12,58,1490432400,2.63,946.92,0,3.76,1.02,83,56,284.45,275.79,284.45,275.79,278.02,279.66,0
58.data.13,58,1490518800,3.11,942.69,0,3.76,1.03,101,92,285.32,276.3,285.32,276.3,280.48,281.87,
58.data.14,58,1490605200,4.01,945.47,0,3.76,1.07,263,40,284.15,277.84,284.15,277.84,279.06,282.65,
58.data.15,58,1490691600,1.18,956.35,0,3.76,0.46,228,29,283.33,275.95,283.33,275.95,277.55,279.15,
58.data.16,58,1490778000,,959.63,0,3.76,1.01,92,25,275.95,275.95,275.95,275.95,275.95,275.95,
59.data.0,59,1489395600,2.18,1005.83,0,3.47,6.95,101,99,280.88,276.66,280.88,276.66,278.24,278.32,
59.data.1,59,1489482000,2.37,1004.62,84,3.11,3.68,86,56,281.72,276.4,282.43,278.05,281.66,276.4,
59.data.2,59,1489568400,1.24,1005.15,100,3.03,3.66,79,44,278.97,276.03,280.35,277.65,279.33,276.03,0.01
59.data.3,59,1489654800,8.18,1001.95,100,2.97,2.11,121,88,277.29,276.36,278.07,277.16,277.83,276.36,
59.data.4,59,1489741200,1.25,1007.61,0,2.97,3.95,317,44,282.35,273.61,282.35,273.61,276.96,278.58,
59.data.5,59,1489827600,1.2,1004.3,0,3.26,5.36,106,61,283.5,275.29,283.5,275.29,278.61,279.07,
59.data.6,59,1489914000,9.03,1002.53,0,3.36,2.53,348,100,281.22,278.23,281.22,278.23,279.5,278.4,
59.data.7,59,1490000400,,1004.04,0,3.36,1.71,283,6,285.02,275.55,285.02,275.55,278.7,280,
59.data.8,59,1490086800,,1000.99,0,3.36,2.57,89,1,286.97,276.17,286.97,276.17,280.29,280.76,
59.data.9,59,1490173200,4.25,1007.13,0,3.36,3.6,20,29,287.45,281.09,287.45,281.25,282.66,281.09,
59.data.10,59,1490259600,1.39,1010.23,0,3.36,3.61,6,45,283.06,277.25,283.06,277.25,278.57,280.93,
59.data.11,59,1490346000,0.46,1010.36,0,3.36,2.76,86,54,285.49,276.81,285.49,276.81,281.01,280.71,
59.data.12,59,1490432400,,1007.11,0,3.36,4.97,75,14,286.45,277.99,286.45,277.99,283.47,278.41,
59.data.13,59,1490518800,,1002.88,0,3.36,4.64,71,16,287.47,280.05,287.47,280.05,283.83,280.17,
59.data.14,59,1490605200,0.21,1003.84,0,3.36,4.65,69,44,285.25,279.8,285.25,279.89,283.01,279.8,
59.data.15,59,1490691600,,1014.1,0,3.36,3.4,118,28,286.88,279.9,286.88,279.9,282.95,281.45,
59.data.16,59,1490778000,,1018.8,0,3.36,2.19,125,29,279.9,279.9,279.9,279.9,279.9,279.9,
60.data.0,60,1489453200,39.59,1012.68,100,10.26,1.51,72,92,298.15,294.6,298.15,294.8,296.16,298.15,
60.data.1,60,1489539600,17.69,1011.32,100,10.89,1.86,156,92,296.23,293.55,296.78,293.55,294.89,294.96,
60.data.2,60,1489626000,15.56,1009.87,100,10.49,2.54,157,92,294.57,293.7,296.33,294.97,296.33,294.11,
60.data.3,60,1489712400,1.27,1007.75,0,10.06,2.73,174,5,298.7,294.68,301.03,297.2,301.03,294.68,
60.data.4,60,1489798800,2.72,1008,0,9.85,2.42,208,22,299.26,295.56,301.12,297.5,301.12,295.56,
60.data.5,60,1489885200,4.3,1009.18,0,10.76,3.11,354,4,301.49,295.36,301.49,297.12,301.2,295.36,
60.data.6,60,1489971600,15.96,1012.66,0,10.76,3.15,45,46,297.88,296.32,297.88,296.32,297.45,296.75,
60.data.7,60,1490058000,23.99,1013.9,0,10.76,3.01,62,43,297.35,295.12,297.35,295.12,296.71,296.05,
60.data.8,60,1490144400,17.82,1014.86,0,10.76,2.17,94,23,297.47,295.29,297.47,295.55,296.74,295.29,
60.data.9,60,1490230800,4.88,1015.92,0,10.76,2.79,96,27,298.5,295.86,298.58,296.61,298.58,295.86,
60.data.10,60,1490317200,2.95,1014.65,0,10.76,3.28,98,31,298.5,296.24,299.21,296.24,299.21,296.37,
60.data.11,60,1490403600,2.83,1012.98,0,10.76,3.14,117,35,298.06,295.71,299.06,295.9,299.06,295.71,
60.data.12,60,1490490000,1.53,1014.58,0,10.76,4.17,128,24,298.29,295.37,299.37,296.32,299.37,295.37,
60.data.13,60,1490576400,1.35,1015.2,0,10.76,3.29,123,20,298.6,294.98,299,295.8,299,294.98,
60.data.14,60,1490662800,4.11,1015.61,0,10.76,2.35,127,31,298.19,295.01,298.19,296.08,298.15,295.01,
60.data.15,60,1490749200,1.09,1013.74,0,10.76,1.59,99,58,297.65,295.45,297.65,297.65,297.65,295.45,
61.data.0,61,1489399200,0.63,876.14,0,12.41,1.7,355,7,301.13,289.11,301.13,289.11,293.14,290.72,
61.data.1,61,1489485600,2.81,877.19,47,12.39,2.23,324,20,298.08,285.63,301.54,289.75,297.31,285.63,
61.data.2,61,1489572000,0.63,873.42,51,11.89,3.06,301,0,299.77,285.73,302.85,292.1,299.38,285.73,
61.data.3,61,1489658400,,873.55,41,11.98,2.46,71,0,301.69,287.36,304.27,295.76,302.13,287.36,
61.data.4,61,1489744800,,874.87,0,12.02,3.46,341,0,301.3,287.61,301.3,287.61,293.21,290.73,
61.data.5,61,1489831200,0.25,874.4,0,11.07,2.64,268,8,300.65,288.69,300.65,288.69,292.51,292.12,
61.data.6,61,1489917600,0.39,873.65,0,10.19,1.7,42,5,302.67,287.03,302.67,287.03,293.7,292.1,
61.data.7,61,1490004000,0.6,871.5,0,10.19,3.15,261,9,303.02,289.25,303.02,289.25,295.2,290.45,
61.data.8,61,1490090400,3.68,871.7,0,10.19,3.3,315,43,299.07,287.87,299.07,287.87,292.24,291.56,
61.data.9,61,1490176800,3.51,873.79,0,10.19,1.62,91,56,295.1,286.05,295.1,286.05,290.26,289.34,
61.data.10,61,1490263200,1.77,871.42,0,10.19,1.95,258,13,299.56,286.65,299.56,286.65,290.77,289.23,
61.data.11,61,1490349600,0.74,869.32,0,10.19,3.29,241,32,300.59,286.26,300.59,286.26,292.16,291.06,
61.data.12,61,1490436000,0.71,871.13,0,10.19,1.64,237,21,302.3,289.29,302.3,289.29,294.37,291.11,
61.data.13,61,1490522400,0.48,876.22,0,10.19,3.79,66,0,298.52,287.25,298.52,287.25,293.33,289.32,
61.data.14,61,1490608800,,875.76,0,10.19,2.33,99,0,299.4,285.09,299.4,285.09,292.56,287.85,
61.data.15,61,1490695200,,874.68,0,10.19,3.25,91,17,301.88,285.35,301.88,285.35,292.7,289.25,
61.data.16,61,1490781600,,875.53,0,10.19,1.26,90,0,285.35,285.35,285.35,285.35,285.35,285.35,
62.data.0,62,1489399200,0.2,869.25,0,12.21,1.69,351,0,300.63,286.99,300.63,286.99,292.04,289.24,
62.data.1,62,1489485600,9.6,871.6,56,12.09,2.68,330,0,298.38,284.37,300.36,287.45,292.21,284.37,
62.data.2,62,1489572000,1.88,867.99,72,11.72,2.56,302,0,297.67,284.78,300.65,286.85,291.88,284.78,
62.data.3,62,1489658400,,868.61,65,12.06,2.01,82,12,298.79,286.16,301.42,292.46,299.63,286.16,
62.data.4,62,1489744800,,868.59,0,11.65,2.47,330,1,299.75,289.11,299.75,289.11,293.26,289.68,
62.data.5,62,1489831200,,867.11,0,11.1,2.92,223,0,300.6,287.04,300.6,287.04,292.71,291.42,
62.data.6,62,1489917600,,867.16,0,10.28,2.25,44,0,301.52,286.43,301.52,286.43,292.65,290.6,
62.data.7,62,1490004000,1.07,864.21,0,10.28,2.72,243,8,302.87,288.75,302.87,288.75,294.3,289.95,
62.data.8,62,1490090400,6.41,865.21,0,10.28,2.35,352,28,297.02,287.47,297.02,287.47,289.99,291.61,
62.data.9,62,1490176800,3.67,866.7,0,10.28,1.83,147,70,294.65,286.9,294.65,286.9,290.21,288.49,
62.data.10,62,1490263200,2.91,864.93,0,10.28,1.91,249,18,297.86,286.25,297.86,286.25,289.92,289.33,
62.data.11,62,1490349600,1.08,862.43,0,10.28,3.21,246,39,299.34,287.76,299.34,287.76,291.51,290.31,
62.data.12,62,1490436000,2.84,865.25,0,10.28,1.14,149,39,299,287.44,299,287.44,290.52,290.61,
62.data.13,62,1490522400,,869.53,0,10.28,4.37,88,1,296.57,285.45,296.57,285.45,291.48,288.47,
62.data.14,62,1490608800,,869.07,0,10.28,2.87,87,0,297.95,283.09,297.95,283.09,290.66,286.8,
62.data.15,62,1490695200,0.25,868.19,0,10.28,3.28,69,50,299.98,283.75,299.98,283.75,292.35,288.25,
62.data.16,62,1490781600,,868.84,0,10.28,1.36,90,0,283.75,283.75,283.75,283.75,283.75,283.75,
63.data.0,63,1489402800,0.42,877.55,0,12.71,2.72,353,0,305.13,288.24,305.13,289.56,298.69,288.24,
63.data.1,63,1489489200,0.27,861.91,23,13.23,3.46,319,36,302.82,286.99,302.82,287.63,295.86,286.99,
63.data.2,63,1489575600,,860.44,18,12.59,1.81,32,0,303.75,287.69,303.88,288.22,297.26,287.69,
63.data.3,63,1489662000,,860.47,15,12.66,3.65,69,0,304.62,286.93,304.93,289.5,297.06,286.93,
63.data.4,63,1489748400,6.79,875.48,0,11.22,4.07,356,19,306.2,289.78,306.2,291.66,297.21,289.78,
63.data.5,63,1489831200,10.37,877.64,0,12.33,2.14,57,37,299,287.89,299,287.89,292.71,290.92,
63.data.6,63,1489917600,0.22,877.9,0,12.03,3.57,337,10,299.77,285.93,299.77,285.93,294.65,288.7,
63.data.7,63,1490004000,0.47,877.18,0,12.03,1.46,55,11,302.42,286.35,302.42,290.4,296.95,286.35,
63.data.8,63,1490090400,,877.37,0,12.03,3.07,68,0,303.42,288.31,303.42,289.22,296.49,288.31,
63.data.9,63,1490176800,,876.42,0,12.03,1.86,7,0,304.7,287.89,304.7,290.3,297.66,287.89,
63.data.10,63,1490263200,,876.28,0,12.03,1.56,323,0,305.61,287.98,305.61,289.05,299.17,287.98,
63.data.11,63,1490349600,,875.2,0,12.03,1.26,320,0,305.19,287.31,305.19,287.56,298.16,287.31,
63.data.12,63,1490436000,,876.19,0,12.03,3.94,69,0,304.5,285.71,304.5,286.69,295.32,285.71,
63.data.13,63,1490522400,,877.43,0,12.03,3.65,59,0,305.57,286.47,305.57,287.1,296.08,286.47,
63.data.14,63,1490608800,,877.99,0,12.03,3.91,38,0,304.45,286.05,304.45,289.79,298.26,286.05,
63.data.15,63,1490695200,0.31,877.72,0,12.03,6.16,68,6,304.38,287.4,304.38,290.1,298.8,287.4,
63.data.16,63,1490781600,,877.35,0,12.03,1.84,90,28,290.1,290.1,290.1,290.1,290.1,290.1,
64.data.0,64,1489399200,,968.54,0,12.23,4.43,126,3,304.78,290.66,304.78,290.66,298.19,294.82,
64.data.1,64,1489485600,,987.11,61,12.08,1.98,122,0,300.96,293.28,305.28,295.6,305.26,293.28,
64.data.2,64,1489572000,1.66,980.83,46,11.52,3.51,330,0,304.62,290.93,309.25,295.65,307.98,290.93,
64.data.3,64,1489658400,0.23,984.85,61,12.56,6.56,144,36,300.84,292.86,303.07,296.61,301.98,292.86,
64.data.4,64,1489744800,1.01,968.9,0,10.89,3.96,123,16,301.85,292.91,301.85,292.91,297.76,293.98,
64.data.5,64,1489831200,,966.81,0,11.06,2.22,116,0,303.25,291.04,303.25,291.04,295.91,295.12,
64.data.6,64,1489917600,,966.06,0,10.82,4.78,135,0,305.67,293.58,305.67,293.58,299.5,295.3,
64.data.7,64,1490004000,,962.29,0,10.82,3.59,125,1,306.52,294.3,306.52,294.3,300.3,296.15,
64.data.8,64,1490090400,1.2,964.71,0,10.82,7.77,138,9,303.22,295.16,303.22,295.67,297.54,295.16,
64.data.9,64,1490176800,0.7,964.98,0,10.82,6.13,141,18,302.85,294.95,302.85,294.95,298.26,296.49,
64.data.10,64,1490263200,0.83,963.62,0,10.82,4.02,108,78,302.31,292.35,302.31,292.35,296.72,296.23,
64.data.11,64,1490349600,1.55,959.7,0,10.82,0.86,68,0,306.84,293.86,306.84,293.86,298.51,295.51,
64.data.12,64,1490436000,0.57,964.96,0,10.82,7.31,137,28,302.85,294.44,302.85,294.44,297.52,295.56,
64.data.13,64,1490522400,0.81,970.25,0,10.82,9.57,140,29,298.37,292.3,298.37,292.3,294.68,294.47,
64.data.14,64,1490608800,0.29,969.79,0,10.82,5.63,134,32,298.95,292.54,298.95,292.54,295.31,293.5,
64.data.15,64,1490695200,13.07,969.11,0,10.82,3.23,147,100,294.78,292.7,294.78,292.7,293.35,293.55,
64.data.16,64,1490781600,2.15,969.36,0,10.82,2.42,150,72,292.7,292.7,292.7,292.7,292.7,292.7,
65.data.0,65,1489420800,,1006.44,63,12.3,2.16,118,0,292.58,290.59,292.58,290.59,292.58,292.58,
65.data.1,65,1489507200,,1005.72,71,11.34,3.65,51,0,300.86,289.79,303.96,297.38,303.8,289.79,
65.data.2,65,1489593600,18.98,1002.06,68,11.93,3.87,47,92,302.18,294.36,304.86,294.36,299.55,297.07,
65.data.3,65,1489680000,37.28,1005.01,0,11.39,9.39,175,82,298.28,292.93,298.28,292.93,295.48,295.98,
65.data.4,65,1489766400,,1008.5,0,10.45,6.97,182,0,297.86,289.82,297.86,289.82,292.61,291.55,
65.data.5,65,1489852800,,1009.05,0,10,5.99,170,0,297.61,288.2,297.61,288.2,292.49,290.55,
65.data.6,65,1489939200,1.45,1009.76,0,11.75,4.98,169,1,297.95,290.62,297.95,291.9,294.13,290.62,
65.data.7,65,1490025600,5.14,1008.89,0,11.75,3.32,152,62,296.7,292.82,296.7,292.86,294.55,292.82,
65.data.8,65,1490112000,7.52,1006.23,0,11.75,2.62,69,43,300.54,294.04,300.54,294.04,297.32,294.22,
65.data.9,65,1490198400,10.81,1005.39,0,11.75,2.88,58,13,301.21,295.83,301.21,295.83,298.25,296.1,
65.data.10,65,1490284800,2.06,1002.43,0,11.75,3.01,44,90,301.67,296.41,301.67,296.41,298.9,297.26,
65.data.11,65,1490371200,6.52,1000.63,0,11.75,4.19,22,45,302.46,296.71,302.46,296.71,298.16,298.19,
65.data.12,65,1490457600,7.39,1002.02,0,11.75,2.71,155,50,302.52,295.67,302.52,295.67,299.04,297.9,
65.data.13,65,1490544000,6.15,1002.89,0,11.75,3.65,160,33,302.38,295.95,302.38,295.95,298.65,297.22,
65.data.14,65,1490630400,26.66,1003.67,0,11.75,3.25,122,34,300.31,294.9,300.31,294.9,296.39,296.5,
65.data.15,65,1490716800,0.49,1004.45,0,11.75,2.54,152,26,301.2,295.78,301.2,296.6,296.6,295.78,
66.data.0,66,1489424400,10.12,1018.76,84,7.24,3.51,77,80,281.75,280.89,281.92,281.92,281.75,281.75,
66.data.1,66,1489510800,,1023.71,99,6.22,5.83,314,12,285.01,279.42,286.15,279.64,283.93,279.42,
66.data.2,66,1489597200,,1033.06,67,6.95,4.66,360,0,281.71,273.93,283.4,273.93,280.02,275.65,
66.data.3,66,1489683600,,1038.85,0,6.95,2.25,87,3,283.58,271.08,283.58,275.13,282.25,271.08,
66.data.4,66,1489770000,,1036.26,0,6.18,3.25,122,0,290.81,274,290.81,283.32,290.66,274,
66.data.5,66,1489856400,0.85,1032.35,0,6.42,3.92,274,13,298.86,279.55,298.86,290.6,296.29,279.55,
66.data.6,66,1489942800,,1034.68,0,6.64,5.17,55,0,292.2,283.97,292.2,284.85,290.78,283.97,
66.data.7,66,1490029200,,1032.4,0,6.64,2.29,128,0,296.4,281.02,296.4,286.61,295.25,281.02,
66.data.8,66,1490115600,0.26,1026.49,0,6.64,3.19,193,24,300.24,284.22,300.24,290.39,298.42,284.22,
66.data.9,66,1490202000,1.95,1022.62,0,6.64,4.41,198,12,300.51,286.95,300.51,292.83,297.6,286.95,
66.data.10,66,1490288400,37.42,1017.42,0,6.64,6.69,197,64,297.02,290.46,297.02,290.46,293.75,292.01,
66.data.11,66,1490374800,,1023.94,0,6.64,5.95,6,22,288.26,284.24,288.26,284.91,287.76,284.24,
66.data.12,66,1490461200,,1032.62,0,6.64,7.09,58,31,287.62,283,287.62,283.07,286.79,283,
66.data.13,66,1490547600,,1033.29,0,6.64,5.87,85,20,292.48,280.37,295.65,292.6,295.65,280.37,
66.data.14,66,1490634000,4.33,1028.8,0,6.64,5.68,149,100,295.81,291.65,295.81,292.3,294.39,291.65,
66.data.15,66,1490720400,2.49,1026.34,0,6.64,3.12,132,33,299.3,291.93,299.3,298.55,298.55,291.93,
67.data.0,67,1489428000,,1023.54,61,7.49,2.81,335,0,281.48,279.61,281.48,279.61,281.48,281.48,
67.data.1,67,1489514400,,1029.95,48,6.29,1.63,348,0,286.66,276.91,290.05,279.94,288.26,276.91,
67.data.2,67,1489600800,,1034.03,47,6.53,2.66,78,0,286.06,278.15,288.7,280.88,287.02,278.15,
67.data.3,67,1489687200,,1036.22,0,6.59,3.53,153,38,290.98,278.93,292.9,290.08,292.9,278.93,
67.data.4,67,1489773600,2.51,1031.6,0,6.42,3.85,187,56,295.31,289.85,296.56,291.87,296.56,289.85,
67.data.5,67,1489860000,1.34,1035.59,0,6.68,1.56,307,26,297.96,290.2,297.96,290.85,296.89,290.2,
67.data.6,67,1489946400,,1036.1,0,6.98,2.29,109,0,295.9,287.07,297.33,291.95,297.33,287.07,
67.data.7,67,1490032800,0.46,1029.97,0,6.98,2.52,181,4,299.15,289.72,299.15,292.61,298.55,289.72,
67.data.8,67,1490119200,0.25,1024.06,0,6.98,2.9,193,0,299.89,290.62,299.89,294.14,299.17,290.62,
67.data.9,67,1490205600,17.78,1019.58,0,6.98,3.38,199,21,299.11,293.13,299.11,293.13,295.8,293.75,
67.data.10,67,1490292000,29.89,1022.9,0,6.98,5.01,8,68,288.02,282.56,291.96,282.56,285.3,291.96,
67.data.11,67,1490378400,0.22,1033.26,0,6.98,5.02,38,84,285.01,280.96,285.01,280.96,283.91,281.09,
67.data.12,67,1490464800,,1033.23,0,6.98,3.4,63,68,286.82,280.1,288.04,285.27,288.04,280.1,
67.data.13,67,1490551200,15.5,1028.43,0,6.98,1.49,90,92,290.88,286.57,292,292,291.75,286.57,
67.data.14,67,1490637600,3.39,1025.56,0,6.98,1.89,205,36,297.36,292.7,297.36,294.1,296.94,292.7,
67.data.15,67,1490724000,0.58,1022.29,0,6.98,5.02,167,55,299.8,293.58,299.8,298.8,298.8,293.58,
68.data.0,68,1489424400,3.19,1023.06,99,7.05,2.56,358,92,281.49,280.51,281.49,280.85,281.49,281.49,
68.data.1,68,1489510800,0.55,1024.27,66,6.46,5.88,296,8,287.91,279.46,287.91,281.04,285.16,279.46,
68.data.2,68,1489597200,,1035.17,35,6.96,5.11,339,0,282.06,273.83,283.15,273.83,279.87,276.35,
68.data.3,68,1489683600,,1042.5,0,6.96,2.22,32,0,284.23,273.38,284.23,275.68,281.5,273.38,
68.data.4,68,1489770000,,1040.92,0,6.05,2.05,97,0,291.31,275.45,291.31,284.82,288.86,275.45,
68.data.5,68,1489856400,0.41,1036,0,6.47,3.02,265,0,298.36,281.4,298.36,291.4,296.39,281.4,
68.data.6,68,1489942800,,1037.92,0,6.46,3.89,32,2,293.15,285.55,293.15,285.55,289.33,287.52,
68.data.7,68,1490029200,,1036.25,0,6.46,2.01,111,6,297.85,285.02,297.85,291.76,295.6,285.02,
68.data.8,68,1490115600,0.86,1030.95,0,6.46,1.94,204,1,301.04,289.72,301.04,292.89,297.77,289.72,
68.data.9,68,1490202000,1.31,1027.28,0,6.46,3.24,209,5,301.86,291.45,301.86,293.63,297.65,291.45,
68.data.10,68,1490288400,8.44,1023.1,0,6.46,4.03,193,48,299.27,292.31,299.27,294.61,295.4,292.31,
68.data.11,68,1490374800,0.32,1025.16,0,6.46,2.82,351,9,293.66,287.81,293.66,287.81,291.81,291.24,
68.data.12,68,1490461200,,1035.66,0,6.46,4.51,47,54,290.72,285.2,290.72,286.07,288.59,285.2,
68.data.13,68,1490547600,0.72,1038.56,0,6.46,5.7,82,59,295.43,286.37,295.43,292.2,292.8,286.37,
68.data.14,68,1490634000,1.73,1034.07,0,6.46,3.58,129,59,298.36,291.65,298.36,292.3,295.79,291.65,
68.data.15,68,1490720400,0.61,1031.61,0,6.46,2.07,74,23,299.65,291.23,299.65,296.7,296.7,291.23,
69.data.0,69,1489431600,,873.1,15,8.05,1.91,93,0,294.67,279.23,294.67,279.23,294.67,294.67,
69.data.1,69,1489518000,,876.66,22,8.21,1.88,94,0,297.76,277.25,300.9,283.84,299.91,277.25,
69.data.2,69,1489604400,,877.02,21,7.92,1.91,340,12,298.51,278.85,300.35,282.93,298.47,278.85,
69.data.3,69,1489690800,1.34,881.19,0,7.32,1.1,126,7,299.63,283.13,299.63,285.33,297.85,283.13,
69.data.4,69,1489777200,,881.64,0,7.39,1.52,41,0,298.91,280.15,300.11,284.67,300.11,280.15,
69.data.5,69,1489863600,1.15,881.99,0,8.43,1.26,153,3,300.36,281.25,300.36,288.9,298.79,281.25,
69.data.6,69,1489950000,,881.68,0,8.48,1.88,220,0,299.1,283.02,299.1,284.05,298.63,283.02,
69.data.7,69,1490036400,,880.82,0,8.48,1.86,236,0,297.3,278.72,297.3,282.36,297.25,278.72,
69.data.8,69,1490122800,,877.75,0,8.48,1.84,228,25,294.99,277.67,294.99,284.14,294.92,277.67,
69.data.9,69,1490209200,,873.67,0,8.48,4.2,214,0,292.36,277.73,292.36,277.73,292.3,278,
69.data.10,69,1490295600,0.45,874.96,0,8.48,1.97,124,10,291.07,271.46,292.3,281.96,292.3,271.46,
69.data.11,69,1490382000,0.33,874.58,0,8.48,2.96,154,24,290.91,275.99,290.91,280.16,290.86,275.99,
69.data.12,69,1490468400,0.22,874.55,0,8.48,3.61,210,9,288.42,273.6,288.42,276.32,287.94,273.6,
